TimeStamp,Distance Over Ground(m),Lat (deg),Lon (deg)
2022-03-11 11:03:00,31,28.46132,-18.07006
2022-03-11 10:59:00,140,28.43055,-18.1918
2022-03-11 10:58:00,25,28.461440000000003,-18.06988
2022-03-11 10:54:00,135,28.43093,-18.19043
2022-03-11 10:53:00,20,28.46154000000001,-18.06976
2022-03-11 10:49:00,137,28.43136,-18.18919
2022-03-11 10:48:00,17,28.4616,-18.06963
2022-03-11 10:44:00,127,28.43171,-18.18787
2022-03-11 10:43:00,21,28.46161,-18.06956
2022-03-11 10:39:00,142,28.43206,-18.18663
2022-03-11 10:38:00,24,28.46158,-18.06947000000001
2022-03-11 10:34:00,138,28.432540000000003,-18.18528
2022-03-11 10:33:00,24,28.46155,-18.06942
2022-03-11 10:29:00,138,28.43296,-18.18396
2022-03-11 10:28:00,30,28.46155,-18.06947000000001
2022-03-11 10:24:00,136,28.4333,-18.18262
2022-03-11 10:23:00,31,28.46178,-18.06962
2022-03-11 10:19:00,140,28.43361,-18.18129
2022-03-11 10:18:00,29,28.46196,-18.0698
2022-03-11 10:14:00,145,28.434,-18.17995
2022-03-11 10:13:00,32,28.46216,-18.06997
2022-03-11 10:09:00,147,28.4344,-18.17855
2022-03-11 10:08:00,35,28.46233,-18.07019
2022-03-11 10:04:00,156,28.43481,-18.17716
2022-03-11 10:03:00,42,28.46247,-18.07051
2022-03-11 09:59:00,154,28.435340000000004,-18.17567
2022-03-11 09:58:00,47,28.46267000000001,-18.07081
2022-03-11 09:54:00,159,28.4359,-18.17424
2022-03-11 09:53:00,44,28.462940000000003,-18.07112
2022-03-11 09:49:00,167,28.4364,-18.17273
2022-03-11 09:48:00,37,28.46309,-18.07151
2022-03-11 09:44:00,164,28.43677000000001,-18.17109
2022-03-11 09:43:00,48,28.46323,-18.07182
2022-03-11 09:39:00,168,28.43732,-18.16944
2022-03-11 09:38:00,52,28.46346,-18.07222
2022-03-11 09:34:00,160,28.43782,-18.16784
2022-03-11 09:33:00,64,28.46378,-18.07258
2022-03-11 09:29:00,155,28.438340000000004,-18.16633
2022-03-11 09:28:00,80,28.46419,-18.07301
2022-03-11 09:24:00,157,28.43884000000001,-18.16487
2022-03-11 09:23:00,85,28.46482,-18.07332
2022-03-11 09:19:00,165,28.43935,-18.16338
2022-03-11 09:18:00,98,28.46555,-18.07363
2022-03-11 09:14:00,153,28.43998,-18.16186
2022-03-11 09:13:00,104,28.46636,-18.07347
2022-03-11 09:09:00,163,28.44047,-18.16041
2022-03-11 09:08:00,103,28.46699000000001,-18.07274
2022-03-11 09:04:00,149,28.44102,-18.15889
2022-03-11 09:03:00,101,28.46755,-18.07193
2022-03-11 08:59:00,145,28.44162,-18.15754
2022-03-11 08:58:00,105,28.46807,-18.07105
2022-03-11 08:54:00,137,28.44226,-18.15626
2022-03-11 08:53:00,107,28.46858,-18.07021
2022-03-11 08:49:00,144,28.44283,-18.15505
2022-03-11 08:48:00,109,28.46918,-18.06936
2022-03-11 08:44:00,136,28.44339,-18.15372
2022-03-11 08:43:00,106,28.46985,-18.06857
2022-03-11 08:39:00,148,28.44396,-18.15252000000001
2022-03-11 08:38:00,104,28.47052,-18.06779
2022-03-11 08:34:00,142,28.44461,-18.15119
2022-03-11 08:33:00,98,28.471090000000004,-18.06696
2022-03-11 08:29:00,142,28.44516,-18.14988
2022-03-11 08:28:00,88,28.47161,-18.06613
2022-03-11 08:24:00,138,28.44573,-18.1486
2022-03-11 08:23:00,56,28.47189,-18.06532
2022-03-11 08:19:00,144,28.44622,-18.14733
2022-03-11 08:18:00,41,28.47193,-18.06474
2022-03-11 08:14:00,134,28.446690000000004,-18.14602
2022-03-11 08:13:00,44,28.47177000000001,-18.06442
2022-03-11 08:09:00,130,28.44712,-18.14481
2022-03-11 08:08:00,47,28.4716,-18.06408
2022-03-11 08:04:00,134,28.44759,-18.14357
2022-03-11 08:03:00,47,28.47145,-18.06365
2022-03-11 07:59:00,131,28.44817,-18.14237
2022-03-11 07:58:00,39,28.47122,-18.06326
2022-03-11 07:54:00,139,28.44877,-18.14124
2022-03-11 07:53:00,32,28.47103,-18.06298
2022-03-11 07:49:00,133,28.44937,-18.14002
2022-03-11 07:48:00,29,28.47088,-18.0627
2022-03-11 07:44:00,134,28.45005,-18.13891
2022-03-11 07:43:00,30,28.4707,-18.06258
2022-03-11 07:39:00,129,28.4507,-18.13777
2022-03-11 07:38:00,34,28.47055,-18.06243
2022-03-11 07:34:00,135,28.45131,-18.13669
2022-03-11 07:33:00,45,28.47037000000001,-18.06219
2022-03-11 07:29:00,132,28.45193,-18.1355
2022-03-11 07:28:00,45,28.47015,-18.06183
2022-03-11 07:24:00,126,28.45267,-18.13448
2022-03-11 07:23:00,39,28.46995,-18.06151
2022-03-11 07:18:00,142,28.45321,-18.13333
2022-03-11 07:13:00,137,28.4541,-18.13231
2022-03-11 07:08:00,134,28.45479000000001,-18.13118
2022-03-11 07:03:00,142,28.45554000000001,-18.13009
2022-03-11 06:58:00,142,28.45622,-18.1289
2022-03-11 06:53:00,132,28.45695,-18.12774
2022-03-11 06:48:00,126,28.45753,-18.12657
2022-03-11 06:43:00,130,28.45809,-18.12545
2022-03-11 06:38:00,130,28.45872,-18.12439
2022-03-11 06:33:00,117,28.45943,-18.12334
2022-03-11 06:28:00,122,28.46001,-18.12235
2022-03-11 06:23:00,115,28.46054,-18.12131
2022-03-11 06:18:00,107,28.46104,-18.12028
2022-03-11 06:13:00,95,28.46148,-18.11935
2022-03-11 06:08:00,89,28.46182,-18.11847
2022-03-11 06:03:00,96,28.462090000000003,-18.11763
2022-03-11 05:58:00,129,28.46246,-18.11678
2022-03-11 05:53:00,87,28.46278,-18.11601
2022-03-11 05:48:00,86,28.46307,-18.11519
2022-03-11 05:43:00,83,28.463390000000004,-18.11443
2022-03-11 05:38:00,85,28.46363,-18.11363
2022-03-11 05:33:00,72,28.46386,-18.112820000000006
2022-03-11 05:28:00,73,28.46407,-18.11217000000001
2022-03-11 05:23:00,68,28.46437,-18.11155
2022-03-11 05:18:00,71,28.46464000000001,-18.11094
2022-03-11 05:13:00,73,28.46493,-18.11035
2022-03-11 05:08:00,73,28.46514,-18.10966
2022-03-11 05:03:00,75,28.46532,-18.10895
2022-03-11 04:58:00,78,28.46551,-18.10825
2022-03-11 04:53:00,82,28.465740000000004,-18.10754
2022-03-11 04:48:00,78,28.46595,-18.10676
2022-03-11 04:43:00,92,28.46616,-18.106
2022-03-11 04:38:00,87,28.46637,-18.10511
2022-03-11 04:33:00,96,28.466590000000004,-18.10424
2022-03-11 04:28:00,90,28.46677,-18.10332
2022-03-11 04:23:00,71,28.46678,-18.10241
2022-03-11 04:18:00,61,28.46643,-18.10181
2022-03-11 04:13:00,54,28.4661,-18.10135
2022-03-11 04:08:00,66,28.465740000000004,-18.10098
2022-03-11 04:03:00,52,28.46534,-18.10052
2022-03-11 03:58:00,75,28.465,-18.10014
2022-03-11 03:53:00,58,28.46455,-18.09962
2022-03-11 03:48:00,60,28.464140000000004,-18.09923
2022-03-11 03:43:00,56,28.46373,-18.09885
2022-03-11 03:38:00,78,28.46332,-18.09857
2022-03-11 03:33:00,82,28.462940000000003,-18.09793
2022-03-11 03:28:00,72,28.46243,-18.09733
2022-03-11 03:23:00,76,28.46192000000001,-18.09688
2022-03-11 03:18:00,89,28.46146,-18.09636
2022-03-11 03:13:00,73,28.46088,-18.09573
2022-03-11 03:08:00,65,28.46037,-18.09528
2022-03-11 03:03:00,30,28.45987,-18.09496
2022-03-11 02:58:00,22,28.45968,-18.09498
2022-03-11 02:53:00,19,28.45969,-18.09506
2022-03-11 02:48:00,30,28.459640000000004,-18.09509
2022-03-11 02:43:00,33,28.45946,-18.09494
2022-03-11 02:38:00,32,28.45927,-18.09476
2022-03-11 02:33:00,59,28.45905,-18.09458
2022-03-11 02:28:00,70,28.4587,-18.09418
2022-03-11 02:23:00,67,28.45835,-18.09359
2022-03-11 02:18:00,67,28.458,-18.09304
2022-03-11 02:13:00,75,28.45767,-18.09249
2022-03-11 02:08:00,78,28.45735,-18.09184
2022-03-11 02:03:00,70,28.45699,-18.09115
2022-03-11 01:58:00,81,28.45668,-18.09052
2022-03-11 01:53:00,75,28.45639000000001,-18.08976
2022-03-11 01:48:00,79,28.45607,-18.08911
2022-03-11 01:43:00,81,28.45568,-18.08841
2022-03-11 01:38:00,83,28.45538,-18.087670000000006
2022-03-11 01:33:00,72,28.455040000000004,-18.086920000000006
2022-03-11 01:28:00,86,28.45475,-18.08627000000001
2022-03-11 01:23:00,77,28.45441,-18.08551
2022-03-11 01:18:00,89,28.45413,-18.08479
2022-03-11 01:13:00,100,28.45395,-18.08392000000001
2022-03-11 01:08:00,103,28.45385,-18.0829
2022-03-11 01:03:00,112,28.45383,-18.08186
2022-03-10 12:57:00,106,28.47124,-18.01281
2022-03-10 12:52:00,103,28.47105,-18.011770000000006
2022-03-10 12:48:00,109,28.4709,-18.01074
2022-03-10 12:47:00,32,28.48221,-17.99827
2022-03-10 12:42:00,106,28.47089,-18.00965
2022-03-10 12:37:00,117,28.4709,-18.00855
2022-03-10 12:32:00,114,28.47098,-18.00742
2022-03-10 12:27:00,107,28.47105,-18.00626
2022-03-10 12:22:00,106,28.47114,-18.0052
2022-03-10 12:17:00,114,28.47138,-18.004189999999994
2022-03-10 12:12:00,102,28.47159000000001,-18.003079999999994
2022-03-10 12:07:00,102,28.47188,-18.002129999999994
2022-03-10 12:02:00,99,28.47221,-18.00121
2022-03-10 11:58:00,108,28.44806,-18.03776
2022-03-10 11:57:00,93,28.4725,-18.00026
2022-03-10 11:53:00,108,28.44791,-18.03671
2022-03-10 11:52:00,90,28.47283,-17.99942
2022-03-10 11:48:00,120,28.44779,-18.03561
2022-03-10 11:47:00,87,28.47307,-17.99858
2022-03-10 11:43:00,130,28.44776,-18.03441
2022-03-10 11:42:00,81,28.47341,-17.99779
2022-03-10 11:38:00,122,28.44766,-18.03317
2022-03-10 11:37:00,89,28.47372,-17.99704
2022-03-10 11:33:00,138,28.4476,-18.03191
2022-03-10 11:32:00,88,28.47407,-17.99625
2022-03-10 11:28:00,130,28.44761,-18.0305
2022-03-10 11:27:00,81,28.47445,-17.99551
2022-03-10 11:23:00,131,28.44757,-18.02921
2022-03-10 11:22:00,51,28.474840000000004,-17.99483
2022-03-10 11:19:00,28,28.47507,-17.994429999999994
2022-03-10 11:18:00,132,28.44752,-18.02787
2022-03-10 11:17:00,88,28.47521,-17.99418
2022-03-10 11:13:00,122,28.44758,-18.02657
2022-03-10 11:12:00,71,28.47568,-17.99346
2022-03-10 11:08:00,136,28.44779,-18.0254
2022-03-10 11:07:00,69,28.47606,-17.99286
2022-03-10 11:03:00,137,28.448190000000004,-18.02409
2022-03-10 11:02:00,71,28.476440000000004,-17.99234
2022-03-10 10:58:00,137,28.4487,-18.02286
2022-03-10 10:57:00,68,28.4768,-17.991789999999995
2022-03-10 10:53:00,145,28.44929,-18.02162
2022-03-10 10:52:00,60,28.47718,-17.9913
2022-03-10 10:48:00,136,28.45008,-18.02051
2022-03-10 10:47:00,65,28.47752,-17.99083
2022-03-10 10:43:00,144,28.45093,-18.01945
2022-03-10 10:42:00,60,28.47789,-17.990370000000006
2022-03-10 10:38:00,137,28.45189,-18.01853
2022-03-10 10:37:00,64,28.478240000000003,-17.98992
2022-03-10 10:33:00,132,28.45278,-18.01754
2022-03-10 10:32:00,62,28.47861,-17.98947
2022-03-10 10:28:00,140,28.45375,-18.01678
2022-03-10 10:27:00,51,28.47897,-17.98904
2022-03-10 10:23:00,140,28.45478,-18.01599
2022-03-10 10:22:00,47,28.47922,-17.988670000000006
2022-03-10 10:18:00,144,28.45585,-18.01528
2022-03-10 10:17:00,54,28.47948,-17.9884
2022-03-10 10:13:00,138,28.45698,-18.01453
2022-03-10 10:12:00,58,28.47978,-17.98798
2022-03-10 10:08:00,148,28.45796,-18.01367
2022-03-10 10:07:00,47,28.48006,-17.98753
2022-03-10 10:03:00,144,28.45907,-18.01292
2022-03-10 10:02:00,53,28.48035,-17.98718
2022-03-10 09:58:00,137,28.46009,-18.01211
2022-03-10 09:57:00,49,28.48066,-17.986829999999994
2022-03-10 09:53:00,148,28.46121,-18.011329999999994
2022-03-10 09:52:00,55,28.48093,-17.986520000000006
2022-03-10 09:48:00,133,28.46237,-18.01071
2022-03-10 09:47:00,42,28.48131,-17.986179999999994
2022-03-10 09:43:00,143,28.4634,-18.00994
2022-03-10 09:42:00,46,28.48163,-17.98601
2022-03-10 09:38:00,146,28.46452,-18.00925
2022-03-10 09:37:00,45,28.48201,-17.985870000000006
2022-03-10 09:33:00,146,28.46572,-18.00868
2022-03-10 09:32:00,42,28.48237,-17.985689999999995
2022-03-10 09:28:00,159,28.46687,-18.008010000000006
2022-03-10 09:27:00,42,28.48269,-17.98555
2022-03-10 09:23:00,170,28.46807,-18.007279999999994
2022-03-10 09:22:00,45,28.48305,-17.98542
2022-03-10 09:18:00,160,28.46945,-18.0066
2022-03-10 09:17:00,43,28.48342,-17.98528
2022-03-10 09:13:00,161,28.47077,-18.005979999999994
2022-03-10 09:12:00,47,28.48376,-17.985120000000006
2022-03-10 09:08:00,166,28.47211,-18.00539
2022-03-10 09:07:00,44,28.48416,-17.985
2022-03-10 09:03:00,166,28.473540000000003,-18.00476
2022-03-10 09:02:00,38,28.48453,-17.98489
2022-03-10 08:58:00,164,28.47487000000001,-18.00402
2022-03-10 08:57:00,37,28.48486,-17.98484
2022-03-10 08:53:00,166,28.47619000000001,-18.00333
2022-03-10 08:52:00,36,28.48515,-17.98477
2022-03-10 08:48:00,159,28.47754,-18.00263
2022-03-10 08:47:00,24,28.48547,-17.98469
2022-03-10 08:44:00,18,28.48568,-17.98467
2022-03-10 08:43:00,155,28.47887,-18.00194
2022-03-10 08:42:00,35,28.485840000000003,-17.98466
2022-03-10 08:38:00,153,28.48018,-18.00141
2022-03-10 08:37:00,36,28.48612,-17.98461
2022-03-10 08:33:00,155,28.48148,-18.000970000000006
2022-03-10 08:32:00,40,28.48642000000001,-17.9846
2022-03-10 08:28:00,151,28.48273,-18.000429999999994
2022-03-10 08:27:00,37,28.48677,-17.98466
2022-03-10 08:23:00,155,28.48408,-18.00017
2022-03-10 08:22:00,33,28.48706,-17.98473
2022-03-10 08:18:00,135,28.48545,-18.00001
2022-03-10 08:17:00,27,28.48732,-17.98479
2022-03-10 08:13:00,112,28.486490000000003,-18.00066
2022-03-10 08:12:00,31,28.48749,-17.98489
2022-03-10 08:08:00,117,28.487340000000003,-18.00143
2022-03-10 08:07:00,28,28.4877,-17.98497
2022-03-10 08:03:00,126,28.48813,-18.00222
2022-03-10 08:02:00,25,28.48785,-17.98511
2022-03-10 07:58:00,123,28.48901,-18.00304
2022-03-10 07:57:00,26,28.48798,-17.9852
2022-03-10 07:53:00,122,28.48966,-18.003989999999995
2022-03-10 07:52:00,25,28.48814,-17.985329999999994
2022-03-10 07:48:00,116,28.49037,-18.004920000000006
2022-03-10 07:47:00,24,28.4883,-17.98546
2022-03-10 07:43:00,123,28.49106,-18.00584
2022-03-10 07:42:00,27,28.48845,-17.98556
2022-03-10 07:38:00,106,28.49182,-18.00674
2022-03-10 07:37:00,22,28.48863,-17.985670000000006
2022-03-10 07:33:00,107,28.49227,-18.0077
2022-03-10 07:32:00,24,28.488740000000004,-17.98572
2022-03-10 07:28:00,122,28.4927,-18.00864
2022-03-10 07:27:00,22,28.48891,-17.98575
2022-03-10 07:23:00,108,28.49347,-18.00949
2022-03-10 07:22:00,22,28.48904000000001,-17.98578
2022-03-10 07:18:00,110,28.49406,-18.01039
2022-03-10 07:17:00,21,28.48917,-17.98582
2022-03-10 07:13:00,89,28.49462,-18.01127
2022-03-10 07:12:00,28,28.48919,-17.985879999999995
2022-03-10 07:08:00,105,28.49513,-18.01197
2022-03-10 07:07:00,22,28.48921,-17.98607
2022-03-10 07:03:00,107,28.49586,-18.01265
2022-03-10 07:02:00,23,28.48925,-17.98619
2022-03-10 06:58:00,87,28.49656,-18.013360000000006
2022-03-10 06:57:00,16,28.48927,-17.98633
2022-03-10 06:53:00,85,28.49702000000001,-18.01408
2022-03-10 06:52:00,21,28.48923,-17.98641
2022-03-10 06:48:00,87,28.49743,-18.01481
2022-03-10 06:47:00,19,28.48913,-17.98649
2022-03-10 06:43:00,78,28.49787,-18.01554
2022-03-10 06:42:00,21,28.48912,-17.9866
2022-03-10 06:38:00,69,28.49829,-18.0162
2022-03-10 06:37:00,28,28.48901,-17.98659
2022-03-10 06:33:00,69,28.49857,-18.01678
2022-03-10 06:32:00,31,28.48888,-17.986720000000005
2022-03-10 06:28:00,67,28.4989,-18.01737
2022-03-10 06:27:00,30,28.48868,-17.98685
2022-03-10 06:23:00,61,28.49922,-18.01791
2022-03-10 06:22:00,28,28.48853,-17.98695
2022-03-10 06:18:00,62,28.49936,-18.0185
2022-03-10 06:17:00,28,28.48837,-17.98701
2022-03-10 06:13:00,60,28.4996,-18.01908
2022-03-10 06:12:00,27,28.488190000000003,-17.98705
2022-03-10 06:08:00,68,28.49969,-18.01962
2022-03-10 06:07:00,22,28.48807,-17.98714
2022-03-10 06:03:00,67,28.49981,-18.02027
2022-03-10 06:02:00,21,28.48795,-17.98711
2022-03-10 05:58:00,62,28.49988,-18.02093
2022-03-10 05:57:00,23,28.48781,-17.9871
2022-03-10 05:53:00,52,28.49986,-18.02155
2022-03-10 05:52:00,20,28.48767,-17.9871
2022-03-10 05:48:00,59,28.49968,-18.02199
2022-03-10 05:47:00,25,28.48757,-17.98706
2022-03-10 05:43:00,61,28.49949,-18.02252
2022-03-10 05:42:00,23,28.48743,-17.98705
2022-03-10 05:38:00,55,28.49927000000001,-18.02306
2022-03-10 05:37:00,21,28.48736,-17.98708
2022-03-10 05:33:00,58,28.49899000000001,-18.02347
2022-03-10 05:32:00,17,28.4873,-17.98705
2022-03-10 05:28:00,64,28.49873,-18.02393
2022-03-10 05:27:00,23,28.48726,-17.98712
2022-03-10 05:23:00,61,28.49841,-18.02446
2022-03-10 05:22:00,21,28.48721,-17.9872
2022-03-10 05:18:00,54,28.49815,-18.02491
2022-03-10 05:17:00,21,28.48719,-17.98726
2022-03-10 05:13:00,58,28.4979,-18.02537
2022-03-10 05:12:00,20,28.48716,-17.98736
2022-03-10 05:08:00,65,28.49758,-18.02579
2022-03-10 05:07:00,21,28.487140000000004,-17.9874
2022-03-10 05:03:00,78,28.4972,-18.02629
2022-03-10 05:02:00,27,28.48715,-17.9875
2022-03-10 04:58:00,74,28.49678,-18.02689
2022-03-10 04:57:00,19,28.487140000000004,-17.98769
2022-03-10 04:53:00,77,28.49632,-18.02743
2022-03-10 04:52:00,17,28.4871,-17.98776
2022-03-10 04:48:00,81,28.495790000000003,-18.02789
2022-03-10 04:47:00,20,28.48712,-17.98779
2022-03-10 04:43:00,80,28.49517,-18.02831
2022-03-10 04:42:00,23,28.48713,-17.98791
2022-03-10 04:38:00,73,28.49456,-18.02869
2022-03-10 04:37:00,17,28.48711,-17.98805
2022-03-10 04:33:00,78,28.494,-18.02905
2022-03-10 04:32:00,17,28.48706,-17.9881
2022-03-10 04:28:00,74,28.49336,-18.02937
2022-03-10 04:27:00,21,28.48699,-17.98818
2022-03-10 04:23:00,69,28.49275,-18.02956
2022-03-10 04:22:00,25,28.48693,-17.98832
2022-03-10 04:18:00,77,28.49216,-18.02982
2022-03-10 04:17:00,26,28.48683,-17.98848
2022-03-10 04:13:00,79,28.49152,-18.02999
2022-03-10 04:12:00,35,28.48674,-17.98864
2022-03-10 04:08:00,76,28.49082000000001,-18.03013
2022-03-10 04:07:00,44,28.48662,-17.9889
2022-03-10 04:03:00,78,28.49018,-18.03023
2022-03-10 04:02:00,42,28.48653,-17.98926
2022-03-10 03:58:00,79,28.4895,-18.03032
2022-03-10 03:57:00,44,28.4863,-17.98958
2022-03-10 03:53:00,84,28.4888,-18.03028
2022-03-10 03:52:00,44,28.48616,-17.98988
2022-03-10 03:48:00,73,28.48806,-18.03019
2022-03-10 03:47:00,42,28.48602,-17.99026
2022-03-10 03:43:00,64,28.48744000000001,-18.03012
2022-03-10 03:42:00,48,28.48595,-17.99065
2022-03-10 03:38:00,63,28.48683,-18.03001
2022-03-10 03:37:00,43,28.48576,-17.99103
2022-03-10 03:33:00,65,28.486290000000004,-18.02992
2022-03-10 03:32:00,46,28.48558,-17.99142
2022-03-10 03:28:00,61,28.485740000000003,-18.02986
2022-03-10 03:27:00,51,28.48542,-17.9918
2022-03-10 03:23:00,61,28.48521,-18.029770000000006
2022-03-10 03:22:00,48,28.48519000000001,-17.99221
2022-03-10 03:18:00,54,28.484690000000004,-18.02953
2022-03-10 03:17:00,42,28.48494,-17.9926
2022-03-10 03:13:00,65,28.48423,-18.02934
2022-03-10 03:12:00,39,28.48476,-17.99294
2022-03-10 03:08:00,59,28.4837,-18.02908
2022-03-10 03:07:00,40,28.48463,-17.99326
2022-03-10 03:03:00,59,28.48323,-18.02884
2022-03-10 03:02:00,37,28.48446,-17.99355
2022-03-10 02:58:00,59,28.48281,-18.02855
2022-03-10 02:57:00,35,28.48435,-17.99387
2022-03-10 02:53:00,56,28.48237,-18.02819
2022-03-10 02:52:00,37,28.48418,-17.994120000000006
2022-03-10 02:48:00,52,28.48197,-18.02788
2022-03-10 02:47:00,28,28.48415,-17.99448
2022-03-10 02:43:00,68,28.48164,-18.02754
2022-03-10 02:42:00,35,28.48406,-17.99471
2022-03-10 02:38:00,68,28.4812,-18.02707
2022-03-10 02:37:00,25,28.48399,-17.994970000000006
2022-03-10 02:33:00,71,28.4808,-18.02659
2022-03-10 02:32:00,33,28.48397000000001,-17.99517
2022-03-10 02:28:00,75,28.48035,-18.02608
2022-03-10 02:27:00,25,28.48397000000001,-17.995420000000006
2022-03-10 02:23:00,79,28.47988,-18.02554
2022-03-10 02:22:00,28,28.4839,-17.9956
2022-03-10 02:18:00,83,28.47935,-18.02497
2022-03-10 02:17:00,35,28.48391,-17.995820000000005
2022-03-10 02:13:00,89,28.4788,-18.02447
2022-03-10 02:12:00,27,28.48397000000001,-17.99614
2022-03-10 02:08:00,89,28.47818,-18.02388
2022-03-10 02:07:00,28,28.48398,-17.99632
2022-03-10 02:03:00,90,28.477490000000003,-18.02335
2022-03-10 02:02:00,34,28.48396,-17.996560000000006
2022-03-10 01:58:00,87,28.47681,-18.02295
2022-03-10 01:57:00,21,28.48406,-17.99682
2022-03-10 01:53:00,80,28.47616,-18.02247
2022-03-10 01:52:00,17,28.48403,-17.997
2022-03-10 01:48:00,93,28.47555,-18.02201
2022-03-10 01:47:00,22,28.48401,-17.9971
2022-03-10 01:43:00,98,28.474940000000004,-18.02139
2022-03-10 01:42:00,31,28.48399,-17.99721
2022-03-10 01:38:00,93,28.47435,-18.02063
2022-03-10 01:37:00,20,28.48399,-17.997429999999994
2022-03-10 01:33:00,109,28.47382,-18.01991
2022-03-10 01:32:00,25,28.483940000000004,-17.99748
2022-03-10 01:28:00,108,28.47335,-18.01896
2022-03-10 01:27:00,28,28.48381,-17.997529999999994
2022-03-10 01:23:00,111,28.47295,-18.01792
2022-03-10 01:22:00,24,28.48364,-17.99761
2022-03-10 01:18:00,130,28.472590000000004,-18.0169
2022-03-10 01:17:00,34,28.48355,-17.99769
2022-03-10 01:13:00,106,28.47224000000001,-18.01572
2022-03-10 01:12:00,28,28.48328,-17.99779
2022-03-10 01:08:00,105,28.47187000000001,-18.01471
2022-03-10 01:07:00,28,28.48304000000001,-17.99785
2022-03-10 01:02:00,95,28.47151,-18.01371
2022-03-09 12:59:00,47,28.57889,-17.93529
2022-03-09 12:56:00,48,28.46889,-17.99271
2022-03-09 12:55:00,46,28.57971,-17.935579999999995
2022-03-09 12:53:00,49,28.58012,-17.93574
2022-03-09 12:51:00,71,28.46892,-17.99224
2022-03-09 12:49:00,48,28.58095,-17.936139999999995
2022-03-09 12:47:00,54,28.58135,-17.936329999999995
2022-03-09 12:46:00,85,28.46891,-17.99154
2022-03-09 12:45:00,47,28.5818,-17.93655
2022-03-09 12:43:00,54,28.58217,-17.936770000000006
2022-03-09 12:41:00,79,28.468940000000003,-17.9907
2022-03-09 12:39:00,47,28.583,-17.937260000000006
2022-03-09 12:36:00,86,28.46895,-17.989910000000005
2022-03-09 12:34:00,47,28.58378,-17.93773
2022-03-09 12:33:00,47,28.58413,-17.93797
2022-03-09 12:31:00,97,28.46898,-17.98902
2022-03-09 12:30:00,47,28.5845,-17.93822
2022-03-09 12:28:00,48,28.58487,-17.93844
2022-03-09 12:26:00,97,28.46912,-17.9881
2022-03-09 12:24:00,48,28.58564,-17.938860000000005
2022-03-09 12:23:00,47,28.58601,-17.93907
2022-03-09 12:21:00,94,28.46927,-17.98716
2022-03-09 12:19:00,46,28.58674,-17.9395
2022-03-09 12:16:00,91,28.4695,-17.98626
2022-03-09 12:14:00,46,28.58746,-17.93993
2022-03-09 12:12:00,44,28.587840000000003,-17.94013
2022-03-09 12:10:00,104,28.46976,-17.98541
2022-03-09 12:08:00,42,28.58856,-17.94051
2022-03-09 12:06:00,38,28.58889000000001,-17.9407
2022-03-09 12:05:00,101,28.47008,-17.98442
2022-03-09 12:04:00,39,28.58923,-17.94085
2022-03-09 12:02:00,35,28.58957,-17.94097
2022-03-09 12:00:00,97,28.4704,-17.98347
2022-03-09 11:57:00,22,28.48,-17.99775
2022-03-09 11:55:00,96,28.47079,-17.9826
2022-03-09 11:52:00,26,28.47987,-17.9978
2022-03-09 11:50:00,97,28.471190000000004,-17.98176
2022-03-09 11:47:00,23,28.47971,-17.99795
2022-03-09 11:45:00,102,28.47166,-17.980929999999994
2022-03-09 11:42:00,26,28.47966,-17.99815
2022-03-09 11:40:00,109,28.47219,-17.980079999999994
2022-03-09 11:37:00,30,28.4795,-17.99824
2022-03-09 11:35:00,101,28.47276,-17.97919
2022-03-09 11:32:00,30,28.47931,-17.99839
2022-03-09 11:30:00,85,28.473340000000004,-17.97842
2022-03-09 11:27:00,40,28.47924,-17.99867
2022-03-09 11:25:00,85,28.47381,-17.97774
2022-03-09 11:22:00,39,28.47914,-17.99902
2022-03-09 11:20:00,84,28.47426,-17.97709
2022-03-09 11:17:00,36,28.479,-17.99935
2022-03-09 11:15:00,90,28.47472,-17.97642
2022-03-09 11:12:00,41,28.4789,-17.99965
2022-03-09 11:10:00,85,28.475240000000003,-17.97571
2022-03-09 11:07:00,38,28.47892,-18.00004
2022-03-09 11:05:00,94,28.47575,-17.97508
2022-03-09 11:02:00,40,28.4789,-18.0004
2022-03-09 11:00:00,87,28.47639,-17.97448
2022-03-09 10:57:00,34,28.47877,-18.00071
2022-03-09 10:55:00,79,28.47691,-17.97384
2022-03-09 10:52:00,39,28.47864,-18.000970000000006
2022-03-09 10:50:00,65,28.47745,-17.97331
2022-03-09 10:47:00,43,28.478590000000004,-18.00132
2022-03-09 10:45:00,52,28.4778,-17.97281
2022-03-09 10:42:00,35,28.478590000000004,-18.00173
2022-03-09 10:40:00,59,28.47806,-17.97245
2022-03-09 10:37:00,30,28.47853,-18.00205
2022-03-09 10:35:00,69,28.47843,-17.97203
2022-03-09 10:32:00,37,28.47854,-18.00228
2022-03-09 10:30:00,69,28.47882,-17.97152
2022-03-09 10:27:00,42,28.47854,-18.00262
2022-03-09 10:25:00,56,28.47924,-17.971
2022-03-09 10:22:00,41,28.478690000000004,-18.00299
2022-03-09 10:20:00,56,28.479540000000004,-17.970579999999995
2022-03-09 10:17:00,37,28.47875,-18.00338
2022-03-09 10:15:00,14,28.47985,-17.97019
2022-03-09 10:14:00,50,28.47992,-17.97007
2022-03-09 10:12:00,36,28.47883,-18.003729999999994
2022-03-09 10:10:00,67,28.48017,-17.96966
2022-03-09 10:07:00,32,28.4789,-18.00404
