TimeStamp,Temperature(degC),Wind Speed(kt),Wind Gust Speed(kt),Wind Direction,Pressure(mb),Latitude,Longitude
2022-03-19 17:40:00,17.5,14.4,19.7,8.1,1017.7,26.525640000000003,-18.61146
2022-03-19 17:30:00,17.6,14.0,19.6,12.3,1017.6,26.5271,-18.61181
2022-03-19 17:20:00,17.7,13.9,17.9,8.6,1016.8,26.52819,-18.61218
2022-03-19 17:10:00,17.7,13.6,17.8,15.9,1016.0,26.5293,-18.61272
2022-03-19 17:00:00,17.7,10.4,18.2,3.8,1016.4,26.53026,-18.61323
2022-03-19 16:50:00,17.9,7.2,11.1,356.5,1017.0,26.53113,-18.61402
2022-03-19 16:40:00,18.4,7.3,11.1,355.1,1017.0,26.53197,-18.61493
2022-03-19 16:30:00,18.8,6.5,9.1,352.4,1017.1,26.53313,-18.6166
2022-03-19 16:20:00,19.0,6.0,9.7,351.8,1017.4,26.53427000000001,-18.61941
2022-03-19 16:10:00,18.6,5.8,9.4,339.3,1017.9,26.53542,-18.62233
2022-03-19 16:00:00,18.5,5.6,8.7,339.1,1017.9,26.53658,-18.62498
2022-03-19 15:50:00,18.5,6.3,10.4,350.8,1017.9,26.53768,-18.62769
2022-03-19 15:40:00,18.3,6.1,10.9,12.5,1017.8,26.53874,-18.63054
2022-03-19 15:30:00,18.3,6.8,10.6,23.4,1017.8,26.53972000000001,-18.63325
2022-03-19 15:20:00,18.0,8.8,12.6,33.5,1017.2,26.54078,-18.63586
2022-03-19 15:10:00,18.1,10.2,14.1,37.3,1017.4,26.54189,-18.63817
2022-03-19 15:00:00,18.1,9.6,13.5,35.6,1018.0,26.54292,-18.64033
2022-03-19 14:50:00,17.8,10.9,14.9,27.5,1017.9,26.54386,-18.6429
2022-03-19 14:40:00,17.8,11.7,16.5,13.3,1017.9,26.54485,-18.64552
2022-03-19 14:30:00,17.8,11.0,15.4,8.3,1018.3,26.54583,-18.6482
2022-03-19 14:20:00,17.8,12.9,16.6,4.9,1018.2,26.5468,-18.65104
2022-03-19 14:10:00,18.1,13.5,18.1,6.3,1018.8,26.54777,-18.65399
2022-03-19 14:00:00,17.7,12.7,17.9,9.8,1019.2,26.54873,-18.6568
2022-03-19 13:50:00,17.3,15.2,19.9,14.8,1019.1,26.54956,-18.65979
2022-03-19 13:40:00,17.5,16.4,22.8,17.7,1019.0,26.55036,-18.66225
2022-03-19 13:30:00,18.1,14.0,19.9,17.8,1018.8,26.55102,-18.66482
2022-03-19 13:20:00,18.4,11.0,15.4,12.8,1018.9,26.55162,-18.6673
2022-03-19 13:10:00,18.5,10.0,16.2,17.4,1018.9,26.55205,-18.66972
2022-03-19 13:00:00,18.4,10.7,15.8,21.8,1019.2,26.5525,-18.6721
2022-03-19 12:50:00,18.5,9.8,14.4,20.4,1019.4,26.5531,-18.67442
2022-03-19 12:40:00,18.5,10.4,15.1,20.0,1019.3,26.55363,-18.67662
2022-03-19 12:30:00,18.6,11.2,16.4,16.8,1019.1,26.55409,-18.67877
2022-03-19 12:20:00,18.6,10.6,15.0,22.1,1019.2,26.55456,-18.6808
2022-03-19 12:10:00,18.6,10.3,14.4,19.7,1019.2,26.5552,-18.68285
2022-03-19 12:00:00,18.5,10.4,14.2,21.7,1019.1,26.55566,-18.68485
2022-03-19 11:50:00,18.5,10.9,16.1,18.0,1019.7,26.55599,-18.68707
2022-03-19 11:40:00,18.3,10.6,14.9,21.1,1020.0,26.55647,-18.68916
2022-03-19 11:30:00,17.9,9.8,14.2,19.0,1019.9,26.55709,-18.69086
2022-03-19 11:20:00,17.6,8.6,12.5,354.2,1019.6,26.55752,-18.69312
2022-03-19 11:10:00,17.3,9.4,13.6,339.1,1019.3,26.55781,-18.69561
2022-03-19 11:00:00,17.2,11.1,16.5,343.1,1019.0,26.558190000000003,-18.69817
2022-03-19 10:50:00,17.4,11.0,15.6,345.1,1019.7,26.55872,-18.70053
2022-03-19 10:40:00,17.3,12.6,17.5,356.6,1019.5,26.55956,-18.7027
2022-03-19 10:30:00,17.5,12.5,18.8,3.1,1019.0,26.5606,-18.70485
2022-03-19 10:20:00,17.7,12.1,17.3,358.9,1019.0,26.56166,-18.70698
2022-03-19 10:10:00,18.0,13.2,17.4,346.4,1018.9,26.56247,-18.70923
2022-03-19 10:00:00,18.1,13.6,18.0,344.4,1019.0,26.56352,-18.71142
2022-03-19 09:50:00,18.0,13.3,17.3,338.5,1019.1,26.56488,-18.71357
2022-03-19 09:40:00,18.0,13.3,17.7,339.6,1019.0,26.56621,-18.71552
2022-03-19 09:30:00,18.1,13.0,17.5,342.3,1019.0,26.56793,-18.71713
2022-03-19 09:20:00,18.2,13.0,16.8,342.5,1019.0,26.56973,-18.71863
2022-03-19 09:10:00,18.1,12.2,16.5,346.2,1018.8,26.57166,-18.72009
2022-03-19 09:00:00,17.9,12.1,16.9,345.3,1018.9,26.57373,-18.7217
2022-03-19 08:50:00,17.2,13.6,19.2,345.6,1018.5,26.57589,-18.72343
2022-03-19 08:40:00,17.1,14.1,18.8,347.1,1018.5,26.5782,-18.72499
2022-03-19 08:30:00,17.2,13.7,17.9,349.2,1018.1,26.58047,-18.72668
2022-03-19 08:20:00,17.2,13.6,17.5,347.2,1018.0,26.58275,-18.72816
2022-03-19 08:10:00,17.4,12.6,17.3,345.8,1018.1,26.58512,-18.72944
2022-03-19 08:00:00,17.5,10.6,15.4,346.1,1018.1,26.58743,-18.7308
2022-03-19 07:50:00,17.6,9.1,13.6,342.7,1017.9,26.58963,-18.73232
2022-03-19 07:40:00,17.6,6.9,11.1,341.3,1018.0,26.59177,-18.73376
2022-03-19 07:30:00,17.5,6.4,10.5,335.5,1018.0,26.59389,-18.73508
2022-03-19 07:20:00,17.4,6.4,9.2,335.4,1017.9,26.59625,-18.73624
2022-03-19 07:10:00,17.3,6.5,9.5,334.5,1017.8,26.59874000000001,-18.73731
2022-03-19 07:00:00,17.1,6.7,9.8,326.7,1017.7,26.60096,-18.73878
2022-03-19 06:50:00,17.1,6.5,9.5,321.7,1017.4,26.60319,-18.74017000000001
2022-03-19 06:40:00,17.2,5.7,8.6,325.8,1017.4,26.605490000000003,-18.74145
2022-03-19 06:30:00,17.2,5.9,9.3,341.4,1017.1,26.6079,-18.74297
2022-03-19 06:20:00,17.1,6.5,9.3,345.6,1017.2,26.61034,-18.74434
2022-03-19 06:10:00,17.1,6.4,8.8,348.8,1017.1,26.61292000000001,-18.74558
2022-03-19 06:00:00,17.1,6.5,9.2,348.8,1017.1,26.615440000000003,-18.74694
2022-03-19 05:50:00,17.1,5.8,8.8,344.6,1017.1,26.61789000000001,-18.74821
2022-03-19 05:40:00,17.1,5.9,9.1,343.6,1017.2,26.62025,-18.74967
2022-03-19 05:30:00,17.2,5.7,9.1,348.9,1017.1,26.62262,-18.75116
2022-03-19 05:20:00,17.1,4.2,8.0,355.4,1017.2,26.62492,-18.75282
2022-03-19 05:10:00,17.1,4.3,7.7,338.3,1017.2,26.62725,-18.75468
2022-03-19 05:00:00,17.1,5.5,9.2,330.3,1017.0,26.62933,-18.75681
2022-03-19 04:50:00,17.1,5.0,8.5,339.1,1017.0,26.631490000000003,-18.75885
2022-03-19 04:40:00,17.0,5.9,8.4,329.7,1017.0,26.63347000000001,-18.7609
2022-03-19 04:30:00,17.0,6.4,9.6,346.0,1017.0,26.63535,-18.76296
2022-03-19 04:20:00,17.1,7.2,10.0,348.9,1017.0,26.63723,-18.76485
2022-03-19 04:10:00,17.1,7.6,11.3,345.3,1017.0,26.63926,-18.76659
2022-03-19 04:00:00,17.2,6.5,9.5,348.3,1017.0,26.64102,-18.76849
2022-03-19 03:50:00,17.1,5.5,8.6,352.9,1017.1,26.642740000000003,-18.77028
2022-03-19 03:40:00,17.1,4.9,8.1,5.8,1017.1,26.64429,-18.77228
2022-03-19 03:30:00,17.0,4.7,8.0,12.7,1017.4,26.64601,-18.77433
2022-03-19 03:20:00,17.0,4.7,8.6,20.1,1017.9,26.64777,-18.77593
2022-03-19 03:10:00,17.0,4.2,7.5,359.1,1017.9,26.64956,-18.77766
2022-03-19 03:00:00,17.0,5.1,8.4,1.5,1018.0,26.65159,-18.77953
2022-03-19 02:50:00,17.0,6.1,9.6,5.0,1018.3,26.65371,-18.78128
2022-03-19 02:40:00,17.0,6.6,10.3,6.6,1018.1,26.65575,-18.78305
2022-03-19 02:30:00,17.0,7.5,10.4,6.8,1018.3,26.65787000000001,-18.7846
2022-03-19 02:20:00,17.1,8.4,11.8,9.2,1018.9,26.66005,-18.78608
2022-03-19 02:10:00,17.0,8.8,11.7,6.8,1018.9,26.661890000000003,-18.78781
2022-03-19 02:00:00,17.0,9.8,13.4,10.5,1018.9,26.66363,-18.78957
2022-03-19 01:50:00,17.0,10.1,14.6,7.4,1018.6,26.66552,-18.7912
2022-03-19 01:40:00,17.1,9.8,15.3,14.1,1018.7,26.66745,-18.7926
2022-03-19 01:30:00,17.1,7.4,12.2,25.2,1019.0,26.66935,-18.79412
2022-03-19 01:20:00,17.0,7.1,11.3,22.2,1019.0,26.671,-18.79582000000001
2022-03-19 01:10:00,17.0,8.6,13.1,22.6,1018.9,26.67266,-18.79786
2022-03-19 01:00:00,17.1,9.1,13.0,25.8,1019.0,26.67439,-18.79982
2022-03-19 00:50:00,17.1,9.2,13.8,33.4,1019.0,26.67615,-18.80152
2022-03-19 00:40:00,17.1,9.4,13.8,16.7,1019.0,26.67797,-18.80313
2022-03-19 00:30:00,17.1,9.5,13.7,17.8,1019.1,26.67986,-18.80473
2022-03-19 00:20:00,17.1,8.8,12.5,23.5,1019.6,26.6818,-18.8063
2022-03-19 00:10:00,17.1,9.0,13.7,9.6,1019.2,26.68358,-18.80773
2022-03-19 00:00:00,17.1,9.1,13.2,24.8,1019.3,26.685340000000004,-18.80927
2022-03-18 23:50:00,17.1,9.1,12.7,30.2,1019.9,26.68741,-18.81043
2022-03-18 23:40:00,17.1,9.6,13.9,18.7,1020.1,26.68961,-18.81159
2022-03-18 23:30:00,17.1,10.0,13.9,1.3,1020.3,26.69177,-18.81295
2022-03-18 23:20:00,17.1,10.3,13.8,0.7,1020.0,26.69353,-18.81455
2022-03-18 23:10:00,17.1,10.7,14.9,2.6,1020.4,26.695490000000003,-18.81594
2022-03-18 23:00:00,17.3,9.9,14.4,8.0,1020.3,26.69751,-18.81713
2022-03-18 22:50:00,17.3,9.6,12.6,7.2,1020.0,26.69962,-18.81827
2022-03-18 22:40:00,17.4,8.9,13.5,4.9,1020.2,26.70192,-18.81928
2022-03-18 22:30:00,17.4,6.7,10.8,0.9,1020.2,26.70444,-18.82041
2022-03-18 22:20:00,17.3,7.5,13.4,6.4,1019.9,26.70663,-18.82174
2022-03-18 22:10:00,17.3,10.4,17.5,1.9,1019.0,26.7088,-18.82283
2022-03-18 22:00:00,17.3,8.8,12.9,350.9,1019.1,26.7111,-18.82393
2022-03-18 21:50:00,17.4,9.4,15.7,7.4,1020.0,26.71344,-18.82506
2022-03-18 21:40:00,17.4,7.8,12.2,14.1,1019.7,26.71587,-18.82632000000001
2022-03-18 21:30:00,17.4,8.1,12.3,2.6,1019.4,26.71808,-18.82744
2022-03-18 21:20:00,17.4,8.7,13.8,4.0,1019.0,26.72025,-18.82846
2022-03-18 21:10:00,17.4,6.3,11.9,15.0,1019.1,26.72254,-18.8296
2022-03-18 21:00:00,17.3,8.3,13.8,18.6,1019.0,26.7248,-18.83058
2022-03-18 20:50:00,17.2,8.8,13.7,21.6,1018.9,26.72721,-18.83131
2022-03-18 20:40:00,17.1,11.0,15.0,12.0,1019.1,26.72959,-18.83204
2022-03-18 20:30:00,17.1,10.1,13.7,14.1,1019.6,26.73204,-18.83265
2022-03-18 20:20:00,17.1,9.5,14.1,14.3,1019.7,26.73443,-18.83336
2022-03-18 20:10:00,17.1,9.6,13.8,5.3,1019.5,26.73675,-18.83371
2022-03-18 20:00:00,17.1,9.4,12.9,5.7,1019.9,26.73905,-18.83436
2022-03-18 19:50:00,17.1,9.4,13.1,8.3,1019.0,26.74143,-18.83468
2022-03-18 19:40:00,17.1,8.4,11.4,4.5,1019.3,26.74386,-18.83537
2022-03-18 19:30:00,17.2,7.7,10.4,19.0,1019.3,26.74626,-18.83566
2022-03-18 19:20:00,17.2,7.9,10.8,24.0,1019.6,26.74846,-18.8362
2022-03-18 19:10:00,17.2,7.4,10.3,17.4,1019.4,26.75054,-18.83648
2022-03-18 19:00:00,17.4,7.1,10.7,25.9,1018.7,26.75246,-18.83691
2022-03-18 18:50:00,17.6,6.4,11.1,23.4,1018.7,26.75444,-18.83738
2022-03-18 18:40:00,17.7,4.2,7.6,15.2,1018.8,26.75643,-18.83787
2022-03-18 18:30:00,17.7,5.6,9.8,25.1,1018.0,26.7585,-18.83837
2022-03-18 18:20:00,17.6,5.0,8.2,43.4,1018.1,26.76038,-18.83863
2022-03-18 18:10:00,17.6,5.8,8.5,51.3,1018.5,26.762,-18.8392
2022-03-18 18:00:00,17.9,5.6,8.5,45.0,1018.6,26.76388,-18.83969
2022-03-18 17:50:00,18.1,5.6,8.1,50.3,1018.7,26.76585,-18.83996
2022-03-18 17:40:00,18.2,5.7,8.7,56.7,1018.7,26.7677,-18.84033
2022-03-18 17:30:00,18.3,5.5,8.6,63.9,1018.3,26.76971,-18.84028
2022-03-18 17:20:00,18.2,5.3,8.0,72.2,1018.0,26.77177,-18.84009
2022-03-18 17:10:00,18.4,5.1,8.3,90.1,1017.7,26.77368,-18.84016
2022-03-18 17:00:00,19.4,4.0,7.5,80.0,1017.6,26.77557,-18.84012
2022-03-18 16:50:00,20.0,2.5,6.1,40.1,1018.0,26.77746,-18.84003
2022-03-18 16:40:00,20.0,1.6,4.4,5.1,1018.4,26.77937,-18.84007
2022-03-18 16:30:00,19.9,1.5,4.1,311.9,1019.0,26.78145,-18.84012
2022-03-18 16:20:00,19.9,2.0,5.8,343.1,1019.0,26.78353,-18.84007
2022-03-18 16:10:00,19.5,2.6,5.7,348.2,1019.4,26.785740000000004,-18.83989
2022-03-18 16:00:00,19.3,3.0,6.6,341.0,1019.0,26.78795,-18.83967
2022-03-18 15:50:00,18.5,2.4,5.2,337.2,1019.3,26.79004,-18.83973
2022-03-18 15:40:00,18.3,3.8,8.5,324.9,1019.4,26.79131,-18.83877
2022-03-18 15:30:00,18.2,3.3,7.1,334.1,1019.0,26.79242,-18.8374
2022-03-18 15:20:00,17.9,3.5,7.8,349.3,1019.0,26.79342,-18.83609
2022-03-18 15:10:00,17.8,3.7,8.2,4.1,1019.0,26.79438,-18.83484
2022-03-18 15:00:00,17.8,4.7,9.3,9.0,1019.0,26.79506,-18.83357
2022-03-18 14:50:00,17.7,5.6,9.4,9.0,1019.0,26.79585,-18.83234
2022-03-18 14:40:00,17.7,5.6,9.7,6.6,1019.0,26.7969,-18.83112
2022-03-18 14:30:00,17.7,5.3,10.3,11.7,1019.6,26.79782,-18.82982
2022-03-18 14:20:00,17.5,7.1,11.0,18.6,1019.8,26.79848,-18.82846
2022-03-18 14:10:00,17.4,7.4,10.7,21.3,1019.9,26.79914,-18.82708
2022-03-18 14:00:00,17.5,6.5,9.9,29.9,1020.1,26.79977,-18.82552
2022-03-18 13:50:00,17.7,5.0,9.0,41.8,1020.6,26.80019,-18.82401
2022-03-18 13:40:00,17.6,5.0,8.6,51.4,1020.2,26.8007,-18.822370000000006
2022-03-18 13:30:00,17.7,6.2,10.1,50.2,1020.0,26.80119,-18.82078
2022-03-18 13:20:00,17.7,6.8,10.4,43.3,1020.0,26.80183,-18.81900000000001
2022-03-18 13:10:00,18.2,5.0,8.2,58.3,1020.1,26.80207,-18.81723
2022-03-18 13:00:00,18.3,5.1,8.1,70.4,1020.0,26.80279,-18.81533
2022-03-18 12:50:00,18.5,5.1,7.9,72.1,1020.6,26.80312,-18.81323
2022-03-18 12:40:00,18.5,5.9,10.1,84.4,1020.9,26.80347,-18.81097
2022-03-18 12:30:00,18.3,6.0,9.7,92.2,1020.9,26.80383,-18.80899
2022-03-18 12:20:00,18.1,6.2,11.2,89.6,1020.6,26.80421,-18.80709
2022-03-18 12:10:00,18.1,6.6,11.7,96.5,1020.8,26.80451,-18.80511
2022-03-18 12:00:00,18.0,8.0,11.3,95.5,1021.0,26.80521,-18.80328
2022-03-18 11:50:00,18.1,8.3,12.1,95.7,1021.0,26.8073,-18.80239
2022-03-18 11:40:00,18.0,7.6,11.8,95.3,1021.4,26.80925,-18.80122
2022-03-18 11:30:00,17.9,9.0,13.7,97.2,1021.0,26.81134,-18.79993
2022-03-18 11:20:00,17.7,10.1,14.4,97.4,1021.0,26.81349,-18.7987
2022-03-18 11:10:00,17.6,10.3,14.9,97.0,1021.0,26.81576,-18.79761
2022-03-18 11:00:00,17.5,9.4,14.0,101.0,1021.0,26.81783,-18.79604
2022-03-18 10:50:00,17.3,9.8,14.4,105.0,1021.0,26.82013,-18.79479
2022-03-18 10:40:00,17.1,10.1,14.9,100.2,1021.2,26.822540000000004,-18.79387
2022-03-18 10:30:00,17.1,11.6,15.8,101.0,1021.0,26.82514,-18.79275
2022-03-18 10:20:00,17.1,11.8,15.9,98.3,1020.9,26.82773,-18.79136
2022-03-18 10:10:00,17.1,10.8,15.2,97.0,1020.8,26.83031,-18.79028
2022-03-18 10:00:00,17.1,10.1,14.0,87.9,1020.8,26.8329,-18.78932
2022-03-18 09:50:00,17.1,10.3,14.8,88.9,1021.0,26.83543,-18.78821
2022-03-18 09:40:00,17.1,8.4,13.1,62.4,1020.9,26.83793,-18.78748
2022-03-18 09:30:00,17.1,9.8,13.3,58.5,1020.6,26.84049000000001,-18.78688
2022-03-18 09:20:00,17.1,9.7,14.5,63.3,1020.3,26.84324,-18.78617
2022-03-18 09:10:00,17.1,9.7,14.1,61.3,1020.3,26.845990000000004,-18.78559
2022-03-18 09:00:00,17.2,9.5,13.2,59.8,1020.1,26.8489,-18.78495
2022-03-18 08:50:00,17.1,9.5,14.9,61.5,1020.1,26.85163,-18.78459
2022-03-18 08:40:00,17.1,10.5,14.6,65.0,1019.9,26.85458,-18.78428
2022-03-18 08:30:00,17.1,10.5,14.3,54.8,1019.9,26.85759,-18.78388
2022-03-18 08:20:00,17.1,10.1,15.0,52.3,1019.8,26.86031,-18.78363
2022-03-18 08:10:00,17.1,10.4,14.8,51.8,1019.5,26.863090000000003,-18.78365
2022-03-18 08:00:00,17.1,8.5,12.8,43.0,1019.3,26.86578,-18.78373
2022-03-18 07:50:00,17.0,8.1,12.4,25.3,1019.4,26.8683,-18.78402
2022-03-18 07:40:00,17.0,8.4,11.4,21.3,1019.2,26.87096,-18.78369
2022-03-18 07:30:00,17.0,8.8,11.7,35.1,1019.0,26.87357,-18.7834
2022-03-18 07:20:00,16.9,8.2,12.3,37.8,1019.0,26.87627,-18.78293
2022-03-18 07:10:00,16.9,8.8,12.0,34.9,1019.0,26.878940000000004,-18.78272
2022-03-18 07:00:00,16.9,8.4,12.1,42.2,1019.0,26.881490000000003,-18.78243
2022-03-18 06:50:00,16.8,8.1,12.5,43.7,1019.0,26.88403,-18.78211
2022-03-18 06:40:00,16.9,8.4,11.8,38.7,1018.8,26.88652,-18.78177
2022-03-18 06:30:00,16.8,8.7,12.4,36.7,1018.9,26.889,-18.78108
2022-03-18 06:20:00,16.8,8.9,12.8,43.0,1019.0,26.89155,-18.78024
2022-03-18 06:10:00,16.9,8.6,12.0,41.4,1019.0,26.89405,-18.77978
2022-03-18 06:00:00,16.9,8.0,11.6,29.6,1019.0,26.89643,-18.77933
2022-03-18 05:50:00,17.0,8.1,12.7,23.5,1019.0,26.89881,-18.77911
2022-03-18 05:40:00,16.9,7.9,12.5,32.8,1019.0,26.9012,-18.77868
2022-03-18 05:30:00,16.8,8.2,12.8,36.8,1019.0,26.90358,-18.77799
2022-03-18 05:20:00,16.8,9.2,12.6,32.9,1019.2,26.90617,-18.77707
2022-03-18 05:10:00,16.8,8.3,12.7,29.5,1018.9,26.90873,-18.7761
2022-03-18 05:00:00,16.8,8.5,12.3,28.5,1018.9,26.91119,-18.7755
2022-03-18 04:50:00,16.8,7.8,11.6,35.9,1019.0,26.91375,-18.77451
2022-03-18 04:40:00,16.8,7.8,11.4,34.3,1019.0,26.916190000000004,-18.7739
2022-03-18 04:30:00,16.8,7.3,10.6,25.9,1019.0,26.91857000000001,-18.77302
2022-03-18 04:20:00,16.8,6.6,10.2,30.2,1019.2,26.92125,-18.77185
2022-03-18 04:10:00,16.8,6.1,10.9,36.4,1019.4,26.92368,-18.77096
2022-03-18 04:00:00,16.8,6.2,9.8,32.4,1019.5,26.92622,-18.76989
2022-03-18 03:50:00,16.8,6.5,9.9,35.3,1019.9,26.9287,-18.76863
2022-03-18 03:40:00,16.9,6.0,11.4,40.9,1020.0,26.93109,-18.76744
2022-03-18 03:30:00,16.9,6.5,10.5,39.2,1020.0,26.93342,-18.76641
2022-03-18 03:20:00,16.9,6.5,10.6,46.1,1020.2,26.93595,-18.76497
2022-03-18 03:10:00,16.8,6.6,10.5,49.9,1020.6,26.9384,-18.76379
2022-03-18 03:00:00,16.7,5.6,9.7,34.6,1020.9,26.94062000000001,-18.76227
2022-03-18 02:50:00,16.7,5.7,9.7,40.4,1020.9,26.94291,-18.7611
2022-03-18 02:40:00,16.7,6.0,9.5,55.5,1020.9,26.945290000000004,-18.759870000000006
2022-03-18 02:30:00,16.7,6.5,10.0,58.6,1020.7,26.94773,-18.75875
2022-03-18 02:20:00,16.7,7.3,11.4,65.6,1020.9,26.95008,-18.7575
2022-03-18 02:10:00,16.8,9.3,14.4,67.5,1020.1,26.9524,-18.75606
2022-03-18 02:00:00,16.9,10.2,13.9,70.7,1020.0,26.9549,-18.75421
2022-03-18 01:50:00,16.9,11.4,15.3,72.2,1020.1,26.95737,-18.75261
2022-03-18 01:40:00,16.9,11.5,16.5,70.2,1020.3,26.95972,-18.7507
2022-03-18 01:30:00,17.0,11.7,15.7,68.7,1020.1,26.96205,-18.74879
2022-03-18 01:20:00,16.9,12.4,17.7,74.4,1020.1,26.96457,-18.74704
2022-03-18 01:10:00,17.0,12.3,17.5,69.7,1020.0,26.96699000000001,-18.74545
2022-03-18 01:00:00,17.0,13.4,18.5,66.3,1019.9,26.96941,-18.74361
2022-03-18 00:50:00,17.1,12.5,17.0,63.5,1020.1,26.971840000000004,-18.74202
2022-03-18 00:40:00,17.1,11.7,15.9,66.9,1020.7,26.97428,-18.74008
2022-03-18 00:30:00,17.1,12.4,16.6,64.0,1020.9,26.97665,-18.73837
2022-03-18 00:20:00,17.1,11.8,16.5,62.0,1021.1,26.97907,-18.73664
2022-03-18 00:10:00,17.0,12.1,16.8,64.3,1021.0,26.98137,-18.73486
2022-03-18 00:00:00,17.0,11.5,15.8,61.4,1020.9,26.98373,-18.7332
2022-03-17 23:50:00,17.1,8.7,15.7,50.6,1021.0,26.98622,-18.73203
2022-03-17 23:40:00,17.1,10.1,15.0,60.0,1021.5,26.9885,-18.73043
2022-03-17 23:30:00,17.1,10.8,14.8,56.0,1021.8,26.990890000000004,-18.72886
2022-03-17 23:20:00,17.1,10.2,14.3,55.8,1021.4,26.99311,-18.72747
2022-03-17 23:10:00,17.1,9.0,14.3,49.6,1021.5,26.99533,-18.72633
2022-03-17 23:00:00,17.1,10.9,15.1,21.8,1021.7,26.9975,-18.72577
2022-03-17 22:50:00,17.1,12.0,16.7,21.5,1021.8,27.00001,-18.72489
2022-03-17 22:40:00,17.1,12.3,16.8,18.2,1022.0,27.00252,-18.72391
2022-03-17 22:30:00,17.1,12.8,17.1,22.7,1022.0,27.00502,-18.72317
2022-03-17 22:20:00,17.0,12.9,17.9,21.2,1021.8,27.00744000000001,-18.72305
2022-03-17 22:10:00,17.1,13.3,19.0,23.0,1021.4,27.00966,-18.72282
2022-03-17 22:00:00,17.1,13.0,18.1,23.1,1021.1,27.012190000000004,-18.72218
2022-03-17 21:50:00,17.0,13.7,18.7,23.6,1021.0,27.01466,-18.721770000000006
2022-03-17 21:40:00,17.0,13.4,17.9,24.3,1021.0,27.01697,-18.72112000000001
2022-03-17 21:30:00,17.0,12.9,18.3,23.8,1021.5,27.019440000000003,-18.72073
2022-03-17 21:20:00,17.0,13.1,16.7,26.4,1021.0,27.02203,-18.71972
2022-03-17 21:10:00,17.0,12.8,17.3,28.7,1020.8,27.024490000000004,-18.71907
2022-03-17 21:00:00,17.0,13.4,18.4,30.8,1020.5,27.02698,-18.71854
2022-03-17 20:50:00,17.1,13.4,18.2,26.1,1021.0,27.02946,-18.71765
2022-03-17 20:40:00,17.1,13.6,19.1,27.7,1020.9,27.03176,-18.71688
2022-03-17 20:30:00,17.1,14.0,18.4,24.0,1020.8,27.03416,-18.71629
2022-03-17 20:20:00,17.1,13.7,18.9,24.2,1020.7,27.03653,-18.71572
2022-03-17 20:10:00,17.1,14.5,19.2,29.5,1020.9,27.03881,-18.71526
2022-03-17 20:00:00,17.2,14.4,20.0,28.3,1021.0,27.04126,-18.71466
2022-03-17 19:50:00,17.3,14.7,20.2,30.3,1020.9,27.0438,-18.71379
2022-03-17 19:40:00,17.3,14.1,19.6,35.9,1020.9,27.04642,-18.71231
2022-03-17 19:30:00,17.4,14.2,19.4,27.4,1020.9,27.04896,-18.71125
2022-03-17 19:20:00,17.7,10.7,18.6,27.4,1021.1,27.05135,-18.70994
2022-03-17 19:10:00,17.9,10.3,14.3,36.1,1021.0,27.05352,-18.70894
2022-03-17 19:00:00,18.2,10.9,14.7,25.6,1020.2,27.05573,-18.70803
2022-03-17 18:50:00,18.2,10.1,14.5,31.5,1020.3,27.0578,-18.70685
2022-03-17 18:40:00,18.3,10.8,14.6,46.8,1019.9,27.05985,-18.7057
2022-03-17 18:30:00,18.9,10.8,14.5,52.5,1020.0,27.06189,-18.70457
2022-03-17 18:20:00,19.2,10.7,15.0,48.3,1020.0,27.06388,-18.70337
2022-03-17 18:10:00,19.4,10.7,14.8,49.3,1020.0,27.06567,-18.70221
2022-03-17 18:00:00,19.6,10.5,14.5,55.3,1020.0,27.06749000000001,-18.70054
2022-03-17 17:50:00,19.4,10.5,14.8,55.9,1020.3,27.06922,-18.69914
2022-03-17 17:40:00,19.7,9.9,13.7,53.9,1021.1,27.071040000000004,-18.698
2022-03-17 17:30:00,20.0,9.7,15.5,35.2,1022.4,27.07271,-18.69699
2022-03-17 17:20:00,19.9,9.6,14.3,28.4,1023.9,27.07438,-18.69621
2022-03-17 17:10:00,19.6,10.2,14.2,23.8,1028.0,27.07595,-18.69516
2022-03-17 17:00:00,19.3,10.3,14.4,21.8,1029.5,27.07753,-18.69395
2022-03-17 16:50:00,19.0,10.0,14.7,24.7,1029.5,27.07899,-18.69295
2022-03-17 16:40:00,20.2,8.8,12.7,42.8,1032.7,27.08058,-18.6917
2022-03-17 16:30:00,19.7,8.9,15.4,49.0,1031.9,27.08222,-18.68985
2022-03-17 16:20:00,19.5,9.2,13.4,51.3,1031.4,27.08384,-18.68832
2022-03-17 16:10:00,19.5,9.3,13.4,45.1,1031.9,27.08542000000001,-18.68657
2022-03-17 16:00:00,19.6,9.6,14.0,50.2,1031.7,27.08693,-18.68464
2022-03-17 15:50:00,19.4,10.0,14.2,51.7,1030.9,27.08852000000001,-18.68315
2022-03-17 15:40:00,19.3,9.9,13.7,55.2,1030.6,27.089990000000004,-18.68151
2022-03-17 15:30:00,19.3,9.8,14.0,56.8,1030.0,27.09148,-18.67988
2022-03-17 15:20:00,19.2,10.5,14.8,58.5,1029.8,27.092990000000004,-18.67815
2022-03-17 15:10:00,18.9,10.6,14.1,63.0,1029.8,27.09438,-18.67602
2022-03-17 15:00:00,18.9,11.0,15.0,62.0,1029.1,27.09594,-18.67455
2022-03-17 14:50:00,18.8,11.5,15.8,57.1,1029.0,27.09726,-18.67295
